geometry,moreinfo,statname,dwrabbrev,wdid,usgsstatid,datasource,structtype,stattype,statstatus,variable,stage,amount,units,flag,div,wd,county,utmx,utmy,locaccuracy,latdecdeg,longdecdeg,datetime
"X: -11778780.1512681, Y: 4778049.56114051, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=JEFJEFCO&MTYPE=DISCHRG,JEFFERSON CREEK NEAR JEFFERSON,JEFJEFCO,2302908,6698000,City of Aurora  (Station cooperator),Stream Gage,Stream,Active,DISCHRG,0.36,5.35,CFS,,1,23,PARK,430200.1,4360645.9,User supplied,39.392486,-105.810572,8/13/2018 12:45
"X: -11893545.7915857, Y: 4937292.26797563, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09240020,YAMPA RIVER BELOW SODA CR. AT STEAMBOAT SPRINGS,YAMSODCO,,9240020,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,78.6,CFS,,6,58,ROUTT,343930.9,4483687.1,User supplied,40.489222,-106.841528,8/13/2018 12:00
"X: -11514278.6360402, Y: 4587260.181093, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARF027CO&MTYPE=DISCHRG,ARF HEADGATE 27 (BENTS FORT),ARF027CO,,ARF027CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.25,0.51,CFS,,2,17,OTERO,637346,4213122,,,,8/13/2018 12:45
"X: -11978665.1543718, Y: 4677560.76666994, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09129550,"CRAWFORD RESERVOIR NEAR CRAWFORD, CO",CRARESCO,,9129550,U.S. Geological Survey (Data Provider),,Stream,Active,STORAGE,,1800,CFS,,4,40,DELTA,273332.9,4285753.1,User supplied,38.691377,-107.606169,8/13/2018 12:00
"X: -11835437.6511097, Y: 4559624.5891303, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CARLAGCO&MTYPE=DISCHRG,CARNERO CREEK NEAR LA GARITA,CARLAGCO,,8230500,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.79,0.89,CFS,,3,27,SAGUACHE,383925.4,4191068,,37.859697,-106.31955,8/13/2018 12:30
"X: -11955597.0620222, Y: 4941495.40406767, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09244490,"YAMPA RIVER ABOVE ELKHEAD CR NEAR HAYDEN, CO",YAMELKCO,,9244490,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,110,CFS,,6,57,ROUTT,296772.9,4488010,User supplied,40.517931,-107.398944,8/13/2018 6:45
"X: -11676145.2154075, Y: 4696277.61481498, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07105000,BEAR CREEK NEAR COLORADO SPRINGS,BEARCOCO,,7105000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.86,CFS,,2,10,EL PASO,509671.5,4297084.4,User supplied,38.822491,-104.888586,8/13/2018 1:45
"X: -11998084.9940071, Y: 4518897.78370461, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09359500,ANIMAS RIVER AT TALL TIMBER RESORT ABOVE TACOMA CO,ANITIMCO,,9359500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,111,CFS,,7,30,LA PLATA,254426.3,4161773.1,User supplied,37.570277,-107.780621,8/13/2018 12:00
"X: -12052138.9895662, Y: 4755986.0585556, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09095500,COLORADO RIVER NEAR CAMEO,COLCAMCO,,9095500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,2160,CFS,,5,72,MESA,218098.1,4348401,User supplied,39.239146,-108.266195,8/13/2018 12:30
"X: -11964829.8743225, Y: 4769501.49013424, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ALSOUTCO&MTYPE=DISCHRG,ALSBURY RESERVOIR (OUTFLOW),ALSOUTCO,4503695,,Co. Division of Water Resources,Reservoir,Stream,Active,DISCHRG,1.05,0,CFS,,5,45,MESA,286087.3,4356681.5,,39.333127,-107.481899,8/13/2018 12:15
"X: -11830823.1829233, Y: 4811716.19407685, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09065500,"GORE CREEK AT UPPER STATION, NEAR MINTURN, CO.",GORUPPCO,,9065500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,5.35,CFS,,5,37,EAGLE,390308.4,4387008.4,User supplied,39.625819,-106.278082,8/13/2018 12:15
"X: -11681389.1581957, Y: 4712811.0274873, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07100750,WALDO CANYON ABOVE MOUTH NEAR MANITOU,WALCAMCO,,7100750,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0,CFS,,2,10,EL PASO,505573.2,4309910.5,,38.938109,-104.935694,8/13/2018 12:35
"X: -11734722.1080233, Y: 4498497.92701655, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SANFTGCO&MTYPE=DISCHRG,SANGRE DE CRISTO CREEK NEAR FORT GARLAND,SANFTGCO,3502102,8241500,Co. Division of Water Resources,Measuring Point,Stream,Active,DISCHRG,0.96,0.2,CFS,,3,35,COSTILLA,463299.7,4142088.8,,37.424894,-105.414799,8/13/2018 12:45
"X: -12000706.3881317, Y: 4515275.59129064, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ELBCASCO&MTYPE=DISCHRG2,ELBERT CREEK BELOW CASCADE RESERVOIR,ELBCASCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG2,1.36,1.36,CFS,,7,30,LA PLATA,252260.7,4158972.3,User supplied,37.544485,-107.804176,8/13/2018 12:15
"X: -11744517.9699348, Y: 4550898.75692339, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MEDSANCO&MTYPE=DISCHRG,MEDANO CREEK AT GREAT SAND DUNES NATIONAL PARK,MEDSANCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.19,0.89,CFS,,3,35,SAGUACHE,455735.3,4183497.5,User supplied,37.797778,-105.50279,8/13/2018 12:30
"X: -11999391.3262299, Y: 4630131.51855179, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=UNCUPSCO&MTYPE=DISCHRG,UNCOMPAHGRE RIVER UPSTREAM OF SOUTH CANAL,UNCUPSCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.48,156,CFS,,4,41,MONTROSE,256013,4249234,,38.358051,-107.792355,8/13/2018 12:15
"X: -11572554.9000814, Y: 4487386.10753851, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07126200,"VAN BREMER ARROYO NEAR MODEL, CO.",VANMODCO,,7126200,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.08,CFS,,2,19,LAS ANIMAS,592291.4,4133718.1,User supplied,37.345573,-103.958019,8/13/2018 12:00
"X: -11796908.4995129, Y: 4731804.49974165, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SFKANTCO&MTYPE=DISCHRG,SOUTH FORK OF SOUTH PLATTE ABOVE ANTERO,SFKANTCO,2302900,,City of Aurora  (Station cooperator),Stream Gage,Stream,Active,DISCHRG,1.17,4.98,CFS,,1,23,PARK,415792.8,4325073,User supplied,39.070705,-105.97343,8/13/2018 12:45
"X: -11849716.9698573, Y: 4809347.87829972, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09066510,"GORE CREEK AT MOUTH, NEAR MINTURN, CO.",GORCRECO,,9066510,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,19.5,CFS,,5,37,EAGLE,375711.8,4385410.5,User supplied,39.60943,-106.447808,8/13/2018 12:15
"X: -11745649.8298556, Y: 4597076.5649195, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BELLN3CO&MTYPE=DISCHRG,W A BELL DITCH NO 2,BELLN3CO,,BELLN3CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,-0.01,0,CFS,,2,13,CUSTER,455040,4219790,,,,8/13/2018 12:45
"X: -11691271.4057784, Y: 4794611.52220661, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06709530,"PLUM CREEK AT TITAN RD NR LOUVIERS, CO",PLUTIRCO,801808,6709530,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,2.87,CFS,,1,8,DOUGLAS,497896.5,4373082.6,User supplied,39.507369,-105.024467,8/13/2018 12:45
"X: -11681817.5902873, Y: 4606779.0013493, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GRECRKCO&MTYPE=DISCHRG1,GREENHORN CREEK ABOVE RYE CO,GRECRKCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG1,0.14,0.95,CFS,,2,15,PUEBLO,505294,4227271.5,,38.193377,-104.939553,8/13/2018 12:30
"X: -11888618.2920654, Y: 4506383.15786064, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=TREDITCO&MTYPE=DISCHRG,TREASURE PASS DITCH AT WOLF CREEK PASS,TREDITCO,,9341000,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.02,0,CFS,,3,20,MINERAL,341092.8,4149763.4,User supplied,37.481118,-106.797265,8/13/2018 12:30
"X: -11671472.4900665, Y: 4726117.82788702, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07103780,"MONUMENT C AB N.GATE BLVD AT USAF ACADEMY, CO.",MONGATCO,,7103780,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,3.17,CFS,,2,10,EL PASO,513276.4,4320230.9,User supplied,39.031028,-104.846611,8/13/2018 11:45
"X: -11423408.5886494, Y: 4594381.8340414, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARF126CO&MTYPE=DISCHRG,"ARF HEADGATE 126 (GAGEBY, LOWER)",ARF126CO,,ARF126CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.78,8.13,CFS,,2,67,PROWERS,708828,4220232,,,,8/13/2018 12:30
"X: -11719686.1635636, Y: 4421737.06666047, Z: NaN",http://waterdata.usgs.gov/nwis/uv?08253900,"COSTILLA RESERVOIR NEAR COSTILLA, NM.",COSRESNM,,8253900,U.S. Geological Survey (Data Provider),,Stream,Active,STORAGE,,3779,CFS,,3,99,,475070.8,4081073.1,User supplied,36.875277,-105.279722,8/13/2018 12:30
"X: -11382495.2329388, Y: 5008333.708739, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ONEJURCO&MTYPE=DISCHRG1,SOUTH PLATTE RIVER AT JULESBURG (CHANNEL #1),ONEJURCO,6402896,,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG1,2.85,142,CFS,,1,64,SEDGWICK,731329.2,4539380,,40.972822,-102.250697,8/13/2018 12:15
"X: -11809087.3429319, Y: 4772865.43606944, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MFKABMCO&MTYPE=DISCHRG,MIDDLE FORK SOUTH PLATTE ABOVE MONTGOMERY RESERVOIR NEAR ALMA,MFKABMCO,2302931,,City of Colorado Springs  (Station cooperator),Stream Gage,Stream,Active,DISCHRG,0.3,3.52,CFS,,1,23,PARK,406707.4,4356896.5,User supplied,39.356488,-106.082841,8/13/2018 12:00
"X: -11972993.7156243, Y: 4642758.59409635, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09127000,"CIMARRON RIVER BL SQUAW CREEK AT CIMARRON, CO.",CIMSQWCO,,9127000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,9.46,CFS,,4,62,MONTROSE,277009.8,4258499.1,User supplied,38.446944,-107.555222,8/13/2018 12:15
"X: -11788798.5843908, Y: 4883515.83107824, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09019500,COLORADO RIVER NEAR GRANBY,COLNGBCO,,9019500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,43.4,CFS,,5,51,GRAND,423262.8,4441555.7,User supplied,40.120819,-105.900569,8/13/2018 12:05
"X: -11688127.9065907, Y: 4643553.87496976, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#29C,"BEAVER PARK WATER, L STREET WEIR",BVRWP3CO,,29C,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,3.71,CFS,,2,12,FREMONT,500329,4256027,,38.452538,-104.996229,8/13/2018 12:00
"X: -11735940.5727665, Y: 4464761.09698705, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CULSANCO&MTYPE=DISCHRG,CULEBRA CREEK AT SAN LUIS,CULSANCO,,8250000,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.75,35.2,CFS,,3,24,COSTILLA,462210.8,4115349.5,,37.183832,-105.425746,8/13/2018 12:30
"X: -11830707.7573129, Y: 4690415.6654239, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#19C,SOUTH COTTONWOOD CREEK BELOW COTTONWOOD RESERVOIR,SOCWCRCO,,19C,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,2.41,CFS,,2,11,CHAFFEE,389077,4293299,,38.781453,-106.277046,8/13/2018 11:15
"X: -11919172.9960771, Y: 4872364.02484185, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BERBBLCO&MTYPE=DISCHRG,BEAR RIVER BELOW BEAR LAKE,BERBBLCO,5803545,BERBBLCO,Co. Division of Water Resources,Reservoir,Stream,Active,DISCHRG,0.72,24.8,CFS,,6,58,GARFIELD,323264,4434716,,40.044171,-107.071742,8/13/2018 12:15
"X: -11846903.5208652, Y: 4895411.39659381, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09041090,MUDDY CREEK ABOVE ANTELOPE CREEK NEAR KREMMLING,MUDAACCO,,9041090,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.76,CFS,,5,50,GRAND,378930.2,4451201.6,User supplied,40.202484,-106.422534,8/13/2018 12:30
"X: -11656506.6813001, Y: 4530203.48978488, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LVRET1CO&MTYPE=DISCHRG,LA VETA #1 RETURN FLOW,LVRET1CO,,LVRET1CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.11,0.03,CFS,,2,16,HUERFANO,525390,4167103,,37.650731,-104.712171,8/13/2018 12:30
"X: -11538940.8570463, Y: 4579859.43236391, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07121500,"TIMPAS CREEK AT MOUTH NEAR SWINK, CO.",TIMSWICO,,7121500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,27.7,CFS,,2,17,OTERO,617992.1,4207007,User supplied,38.003064,-103.656059,8/13/2018 11:45
"X: -11977922.8175059, Y: 4440424.54067214, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09354500,LOS PINOS RIVER AT LA BOCA,LOSLABCO,,9354500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,79.5,CFS,,7,31,LA PLATA,268713.2,4099079.9,User supplied,37.009447,-107.599501,8/13/2018 12:30
"X: -12129985.2043448, Y: 4674231.39397349, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09179450,"DOLORES RIVER NEAR GATEWAY, CO",DOLNGTCO,,9179450,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.2,CFS,,4,63,MESA,154960.7,4287405.5,,38.668029,-108.9655,8/13/2018 12:00
"X: -11851051.5558585, Y: 4535529.56392048, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RIODELCO&MTYPE=DISCHRG,"RIO GRANDE RIVER NEAR DEL NORTE, CO",RIODELCO,,8220000,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.69,158,CFS,,3,20,RIO GRANDE,371290.1,4172268.3,,37.688606,-106.459809,8/13/2018 12:45
"X: -11892533.0272769, Y: 4936379.54826915, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09239500,YAMPA RIVER AT STEAMBOAT SPRINGS,YAMSTECO,,9239500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,75.3,CFS,,6,58,ROUTT,344687.6,4482978.8,User supplied,40.482986,-106.832431,8/13/2018 12:15
"X: -12061677.400329, Y: 4736128.68644069, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GRDVALCO&MTYPE=DISCHRG,"GRAND VALLEY CANAL NEAR PALISADE, CO",GRDVALCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.64,643,CFS,,5,72,MESA,210133.1,4333319,User supplied,39.100856,-108.351893,8/13/2018 12:30
"X: -11829443.4994153, Y: 4727833.077408, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARKGRNCO&MTYPE=DISCHRG,ARKANSAS RIVER AT GRANITE,ARKGRNCO,,7086000,Co. Division of Water Resources,,Stream,Active,DISCHRG,2.64,164,CFS,,2,11,CHAFFEE,390466.3,4322310,,39.043002,-106.265702,8/13/2018 12:45
"X: -11689419.5569329, Y: 4889271.26190802, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06730525,"ST. VRAIN CREEK BELOW BOULDER CREEK AT HWY 119 NEAR LONGMONT, CO",SVCBBCCO,503212,6730525,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,55.1,CFS,,1,5,WELD,499333,4445554,,40.160347,-105.007828,8/13/2018 12:00
"X: -11670315.8868635, Y: 4544895.60853629, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HUEI25CO&MTYPE=DISCHRG,HUERFANO RIVER AT I-25,HUEI25CO,,HUEI25CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.8,1.27,CFS,,2,79,HUERFANO,514427,4178662,,,,8/13/2018 12:45
"X: -12043060.1634625, Y: 4429482.58545575, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09367000,"LA PLATA RIVER AT LA PLATA, NM",LAPLAPNM,,9367000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.12,CFS,,7,33,,216346.2,4091948.1,GPS,36.930917,-108.184639,8/13/2018 12:15
"X: -11995425.4742198, Y: 4647867.74811963, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SOUCANCO&MTYPE=DISCHRG2,SOUTH CANAL NEAR MONTROSE,SOUCANCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG2,4.65,1010,CFS,,4,41,MONTROSE,259541,4262995,User supplied,38.482886,-107.75674,8/13/2018 12:30
"X: -11905069.9568482, Y: 4981574.97440007, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=WILBSLCO&MTYPE=DISCHRG,WILLOW CREEK BELOW STEAMBOAT LAKE,WILBSLCO,5808010,,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.63,0,CFS,,6,58,ROUTT,335898,4517385,User supplied,40.791079,-106.94505,8/13/2018 12:45
"X: -11532962.8742986, Y: 4587930.09190584, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HOLRESCO&MTYPE=STORAGE,HOLBROOK RESERVOIR,HOLRESCO,,HOLRESCO,Co. Division of Water Resources,,Stream,Gage t,STORAGE,-0.01,0,AF,na,2,17,OTERO,622611.8,4213413,,38.060169,-103.602359,8/13/2018 12:30
"X: -11672810.6187846, Y: 4899892.93087587, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLAWESCO&MTYPE=DISCHRG,SOUTH PLATTE RIVER AT MUTUAL WESTERN MUTUAL DITCH DIVERSION,PLAWESCO,201757,PLAWESCO,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,1.57,-888,CFS,M,1,2,WELD,512026,4453653,,40.233225,-104.858632,8/13/2018 12:00
"X: -11912411.2829861, Y: 4476183.57886877, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09342500,SAN JUAN RIVER AT PAGOSA SPRINGS,SANPAGCO,,9342500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,26.4,CFS,,7,29,ARCHULETA,321683.3,4126224.1,User supplied,37.265527,-107.011001,8/13/2018 12:00
"X: -11578955.6880593, Y: 4481631.00523916, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LUARMOCO&MTYPE=DISCHRG,LUNING ARROYO NEAR MODEL,LUARMOCO,,7126100,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.99,0.15,CFS,,2,19,LAS ANIMAS,587245.9,4129102.4,,37.304462,-104.015518,8/13/2018 12:45
"X: -11757876.4375537, Y: 4564591.01032206, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=DEDMOUCO&MTYPE=DISCHRG,"DEADMAN CREEK AT MOUTH OF CANYON NEAR CRESTONE, CO",DEDMOUCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.34,1.98,CFS,,3,25,SAGUACHE,445242.4,4194337.5,,37.894916,-105.622806,8/13/2018 12:15
"X: -11896812.455149, Y: 4690802.0905713, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09112200,EAST RIVER BELOW CEMENT CREEK NEAR CRESTED BUTTE,EASCEMCO,,9112200,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,51,CFS,,4,59,GUNNISON,337500.4,4294487.1,User supplied,38.78416,-106.870874,8/13/2018 12:15
"X: -11841572.7255906, Y: 4757716.90181015, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LFCBSLCO&MTYPE=DISCHRG,LAKE FORK CREEK BELOW SUGAR LOAF DAM NEAR LEADVILLE,LFCBSLCO,,7082500,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.42,10.5,CFS,,2,11,LAKE,381386.6,4345552,User supplied,39.251193,-106.374653,8/13/2018 12:30
"X: -11716897.140496, Y: 4424949.78680644, Z: NaN",http://waterdata.usgs.gov/nwis/uv?08252500,"COSTILLA CREEK ABOVE COSTILLA DAM, NM.",COSABONM,,8252500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,1.25,CFS,,3,99,,477310.5,4083627.5,User supplied,36.898361,-105.254667,8/13/2018 12:30
"X: -11953804.1630067, Y: 5009756.621178, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09255000,SLATER FORK NEAR SLATER,SLAFORCO,,9255000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0,CFS,,6,54,MOFFAT,299538.3,4539545.2,User supplied,40.982466,-107.382839,8/13/2018 11:45
"X: -11704843.4570623, Y: 4890644.65382583, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SVLONGCO&MTYPE=DISCHRG,"SAINT VRAIN CREEK AT LONGMONT, CO",SVLONGCO,503206,,Co. Division of Water Resources,Stream Gage,Stream,Site d,DISCHRG,7.71,-999,CFS,E,1,5,BOULDER,487535.4,4446610.7,User supplied,40.169771,-105.146388,9/23/2014 22:15
"X: -11355877.2400877, Y: 4583314.04406067, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07137500,"ARKANSAS RIVER NEAR COOLIDGE, KS",ARKCOOKS,,7137500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,148,CFS,,2,67,,762306.9,4213083.9,User supplied,38.027513,-102.011571,8/13/2018 12:15
"X: -12110372.6052374, Y: 5000255.17931484, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=TLMTCKCO&MTYPE=DISCHRG,TALAMANTES CREEK,TLMTCKCO,,TLMTCKCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,5.42,-999,CFS,E,6,56,MOFFAT,180884.6,4536571.5,,40.918011,-108.789324,8/13/2018 12:15
"X: -11947866.3401184, Y: 4799839.26784113, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09085000,ROARING FORK RIVER AT GLENWOOD SPRINGS,ROAGLECO,,9085000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,486,CFS,,5,38,GARFIELD,299826.6,4379694,User supplied,39.543593,-107.329498,8/13/2018 12:30
"X: -11780730.2747487, Y: 4865798.441995, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09033100,"RANCH CREEK BLW MEADOW CR NR TABERNASH, CO",RANMEACO,,9033100,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,10.9,CFS,,5,51,GRAND,429313,4427975,User supplied,39.999006,-105.828094,8/13/2018 12:15
"X: -11800333.0641499, Y: 4881696.25517803, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09034250,"COLORADO RIVER AT WINDY GAP, NEAR GRANBY, CO.",COLAWICO,,9034250,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,171,CFS,,5,51,GRAND,414417.9,4440262.8,User supplied,40.108319,-106.004185,8/13/2018 11:45
"X: -12010755.8600344, Y: 4561516.94464021, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09171310,"SOUTH FORK SAN MIGUEL RIVER NEAR OPHIR, CO",SFSANOCO,,9171310,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,31.1,CFS,,4,60,SAN MIGUEL,245411.3,4195686.3,,37.873111,-107.894444,8/13/2018 12:15
"X: -12016070.7820267, Y: 4716640.23423565, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BIGMONCO&MTYPE=DISCHRG,BIG DITCH AT MOONEY'S HEADGATE,BIGMONCO,,BIGMONCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.24,34.7,CFS,,4,40,DELTA,245081,4316995,,38.964866,-107.9422,8/13/2018 12:30
"X: -11726371.2888326, Y: 4929107.79623251, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BTNFDRCO&MTYPE=DISCHRG,NORTH FORK BIG THOMPSON RIVER AT DRAKE,BTNFDRCO,403112,6736000,NCWCD/Bureau of Reclamation (Station Cooperators),Stream Gage,Stream,Active,DISCHRG,2.37,17,CFS,,1,4,LARIMER,471181,4475904.5,User supplied,40.433284,-105.339786,8/13/2018 12:30
"X: -11486170.4885727, Y: 4553987.24782494, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RULTOOCO&MTYPE=DISCHRG,"RULE CREEK AT HWY 101 NEAR TOONERVILLE, CO",RULTOOCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,2.08,0,CFS,,2,67,BENT,660010.9,4187367.3,,37.819701,-103.182024,8/13/2018 12:45
"X: -11994895.5895926, Y: 4614112.05868465, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=COWCRKCO&MTYPE=DISCHRG,COW CREEK NEAR RIDGWAY RESERVOIR,COWCRKCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.82,6.01,CFS,,4,68,OURAY,259169,4236594,,38.24512,-107.75197,8/13/2018 12:45
"X: -12016962.1711709, Y: 4747169.77632207, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BIGUPPCO&MTYPE=DISCHRG,BIG CREEK AT UPPER STATION NEAR COLLBRAN,BIGUPPCO,,9099500,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.54,1.42,CFS,,5,72,MESA,245154.8,4340652,User supplied,39.177785,-107.950206,8/8/2018 17:15
