WDID,Structure_Name,Structure Name AKAs,CIU_Code,Structure_Type,Water_Source,GNIS_ID,Stream_Mile,Associated Case Numbers,Associated Permits,Associated Meters,Contacts,User Assocation,POR Start,POR End,Div,WD,County,Designated Basin,Management District,Q10,Q40,Q160,Section,Township,Range,PM,Distance E/W,Direction E/W,Distance N/S,Direction N/S,UTM x,UTM y,Latitude,Longitude,Modified,More_Information
0100565,MAGUIRE DITCH,,Active Structure with contemporary diversion records (A),DITCH,WEST BIJOU CREEK,00184779,58.16,CA2142,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,10/31/1980,10/31/2010,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SW,NE,NE,16,9.0 S,62.0 W,S,,,,,557541,4347071,39.271077,-104.332941,3/26/2007 10:14,https://dnrweb.state.co.us/CDSS/Structures/Details/0100565
0100567,PAGE FOSTER DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,WEST BIJOU CREEK,00184779,24.3,"01CW0273, CA0433",,,NO INFORMATION,,,,1,1,ARAPAHOE,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NW,SW,SE,18,5.0 S,61.0 W,S,,,,,563802.9,4384866,39.611168,-104.256743,2/18/1999 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100567
0100568,BIJOU DITCH,,Active Structure with contemporary diversion records (A),DITCH,WEST BIJOU CREEK,00184779,22.31,CA0433,,,"BRADBURY LAND AND CATTLE COMPANY (BRADBURY, THOMAS)",,10/31/1997,10/31/2000,1,1,ARAPAHOE,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SW,SW,NW,8,5.0 S,61.0 W,S,331,W,2564,N,564675,4387021,39.630518,-104.246374,8/24/1998 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100568
0100570,EAST GULCH DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,EAST GULCH,00185061,2.46,"01CW0273, CA2142",,,NO INFORMATION,,,,1,1,ELBERT,KIOWA-BIJOU,,,SW,SW,19,6.0 S,61.0 W,S,1601,W,3,S,562924,4373146,39.505645,-104.268102,2/13/2007 11:28,https://dnrweb.state.co.us/CDSS/Structures/Details/0100570
0100571,ELBERT DITCH,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,106.95,CA0433,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,,,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NW,SE,NE,3,10.0 S,64.0 W,S,,,,,539971.3,4340361,39.211604,-104.537013,3/4/2010 7:36,https://dnrweb.state.co.us/CDSS/Structures/Details/0100571
0100572,OAKS DITCH 1,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,103.69,"17CW3147, CA0433",,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,,,1,1,ELBERT,KIOWA-BIJOU,,,SE,NW,23,9.0 S,64.0 W,S,3138,E,3176,S,540854.3,4345070.7,39.254009,-104.526513,3/26/2007 10:26,https://dnrweb.state.co.us/CDSS/Structures/Details/0100572
0100573,OAKS DITCH 2,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,103.69,"17CW3147, CA0433",,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,10/31/1996,10/31/2017,1,1,ELBERT,KIOWA-BIJOU,,,SE,NW,23,9.0 S,64.0 W,S,3129,E,3160,S,540857,4345066,39.253964,-104.526479,1/8/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100573
0100574,AUX DITCH 1,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,102.95,CA0433,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,10/31/2017,10/31/2017,1,1,ELBERT,KIOWA-BIJOU,,,SE,SE,14,9.0 S,64.0 W,S,982,E,987,S,541508,4346008,39.262421,-104.518876,3/30/2009 9:54,https://dnrweb.state.co.us/CDSS/Structures/Details/0100574
0100575,DEITRICH DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,KIOWA CREEK,00201758,100.81,CA0433,,,"CARNAHAN RANCHES INC (CARNAHAN, CHARLES A.)",,,,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NW,NW,NE,12,9.0 S,64.0 W,S,,,,,542716.5,4348832,39.287802,-104.504679,7/29/2013 15:34,https://dnrweb.state.co.us/CDSS/Structures/Details/0100575
0100576,DEITRICH DITCH 1,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,100.6,CA0433,,,"CARNAHAN RANCHES INC (CARNAHAN, CHARLES A.)",,10/31/1996,8/31/2009,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,,SE,SE,1,9.0 S,64.0 W,S,,,,,543052,4348937,39.288732,-104.500782,1/7/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100576
0100577,D C BAILEY DITCH,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,99.95,CA0433,,,"CARNAHAN RANCHES INC (CARNAHAN, CHARLES A.)",,10/31/1996,8/31/2009,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,,SW,NW,6,9.0 S,63.0 W,S,,,,,543589,4349783,39.296328,-104.494501,9/19/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100577
0100578,GEORGE WOOD DITCH,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,99.66,CA0433,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,10/31/2017,10/31/2017,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,,NW,NW,6,9.0 S,63.0 W,S,,,,,543592.3,4350221,39.300274,-104.494434,3/4/2010 7:36,https://dnrweb.state.co.us/CDSS/Structures/Details/0100578
0100579,GLEASON DITCH,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,98.36,CA2142,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,10/31/2001,10/31/2002,1,1,ELBERT,KIOWA-BIJOU,,,SW,NE,31,8.0 S,63.0 W,S,3738,W,3926,S,544559,4351720,39.313738,-104.483134,9/13/2007 16:04,https://dnrweb.state.co.us/CDSS/Structures/Details/0100579
0100580,WENDLING DITCH HGT 1,,Active Structure with contemporary diversion records (A),DITCH,KILLINS SPRING RUN,00010003,0.72,CA0433,,,"DIETEMANN LAND & WATER CO, LLC (HINSHAW JR., GEORGE)",,10/31/1982,6/30/2013,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,,NW,NE,20,8.0 S,63.0 W,S,,,,,545776,4355006,39.343276,-104.468784,11/10/2011 7:37,https://dnrweb.state.co.us/CDSS/Structures/Details/0100580
0100581,FAHRION DITCH,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,94.59,CA0433,,,"DIETEMANN LAND & WATER CO, LLC (HINSHAW JR., GEORGE)",,10/31/1982,10/31/2013,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SW,NE,NW,17,8.0 S,63.0 W,S,,,,,545365,4356633,39.357958,-104.473443,4/3/2008 13:45,https://dnrweb.state.co.us/CDSS/Structures/Details/0100581
0100582,MARKI DITCH,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,93.1,CA0433,,,"GARRETT, KENT & DANNY",,10/31/1998,10/31/2017,1,1,ELBERT,KIOWA-BIJOU,,,SW,SW,5,8.0 S,63.0 W,S,765,W,155,S,545145,4358638,39.376042,-104.475871,1/8/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100582
0100583,ELDERHOFF DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,KIOWA CREEK,00201758,71.98,,,,NO INFORMATION,,10/31/2004,10/31/2004,1,1,WELD,KIOWA-BIJOU,NORTH KIOWA-BIJOU,,,NE,16,5.0 S,63.0 W,S,,,,,548035.5,4385539.5,39.618266,-104.440363,4/15/2002 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100583
0100584,FRED BACHMAN DITCH 2,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,91.26,CA0433,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,10/31/1997,10/31/2004,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SW,SW,NW,32,7.0 S,63.0 W,S,,,,,544900,4361182,39.398971,-104.478535,9/5/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100584
0100585,FRED BACHMAN DITCH 3,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,90.32,CA0433,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,,,1,1,ELBERT,KIOWA-BIJOU,,,NE,SW,29,7.0 S,63.0 W,S,,,,,545378,4362376,39.409701,-104.472901,9/5/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100585
0100586,GIBSON DITCH 2,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,73.86,CA2142,,,"DORTCH, ALINA B.",,10/31/1996,10/31/2016,1,1,ARAPAHOE,KIOWA-BIJOU,NORTH KIOWA-BIJOU,,SW,SE,21,5.0 S,63.0 W,S,,,,,547927,4383025,39.595617,-104.441809,2/28/1996 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100586
0100588,RENNER DITCH 1,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,KIOWA CREEK,00201758,68.07,"01CW0273, 86CW0163, CA2142",,,"VICROY, ROBT",,,,1,1,ARAPAHOE,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SE,NE,NW,35,4.0 S,63.0 W,S,,,,,550806.8,4390511.3,39.662902,-104.407696,2/18/1999 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100588
0100589,DESERT DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,KIOWA CREEK,00201758,47.31,"01CW0273, CA2142",,,NO INFORMATION,,,,1,1,ADAMS,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SE,SE,NW,33,1.0 S,62.0 W,S,2224,W,2840,S,557220.8,4419133,39.920364,-104.330431,3/2/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100589
0100590,WAHL DITCH,,Active structure but diversion records are not maintained (U),DITCH,KIOWA CREEK,00201758,32.13,"01CW0273, CA2142",,,NO INFORMATION,,,,1,1,WELD,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NW,SW,NE,5,1.0 N,61.0 W,S,,,,,565302.6,4437250.8,40.083002,-104.234047,2/15/2007 16:11,https://dnrweb.state.co.us/CDSS/Structures/Details/0100590
0100591,WAHL EPPLE DITCH,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,37.13,CA2142,,,"HAGEN, JOHN R.",,10/31/1997,10/31/1997,1,1,WELD,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NW,NE,NW,30,1.0 N,61.0 W,S,,,,,563349,4431222.8,40.028846,-104.257549,5/8/2012 14:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100591
0100592,C WAHL DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,ROCK CREEK,00180821,7.87,"01CW0273, CA2142",,,NO INFORMATION,,,,1,1,WELD,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NE,SE,SE,32,2.0 N,61.0 W,S,,,,,565896.4,4438050.3,40.090159,-104.227002,3/2/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100592
0100593,CAROLINE EPPLE DITCH 1,,Active Structure with contemporary diversion records (A),DITCH,MULE CREEK,00180906,5.02,CA2142,,,"EPPLE, WILLIAM E.",,,,1,1,WELD,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SW,SW,SE,20,1.0 N,61.0 W,S,,,,,565358.9,4431440.8,40.030656,-104.233973,3/26/2007 8:46,https://dnrweb.state.co.us/CDSS/Structures/Details/0100593
0100594,CAROLINE EPPLE DITCH 2,,Active Structure with contemporary diversion records (A),DITCH,MULE CREEK,00180906,3.81,CA2142,,,"EPPLE, WILLIAM E.",,10/31/1997,10/31/1997,1,1,WELD,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NW,SE,NW,20,1.0 N,61.0 W,S,,,,,564952.6,4432434.3,40.039638,-104.238635,3/26/2007 8:47,https://dnrweb.state.co.us/CDSS/Structures/Details/0100594
0100595,WASHITA DITCH,,Active structure but diversion records are not maintained (U),DITCH,COMANCHE CREEK,00180905,21.27,"01CW0273, CA2142",,,NO INFORMATION,,,,1,1,ADAMS,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SE,SE,SW,34,2.0 S,62.0 W,S,,,,,558856.9,4408703.9,39.826292,-104.312226,3/2/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100595
0100596,CARNAHAN UNDER FLOW D PP,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,101.35,CA2142,,,"CARNAHAN RANCHES INC (CARNAHAN, CHARLES A.)",,10/31/1996,10/31/2016,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NW,SW,SE,2,9.0 S,64.0 W,S,,,,,541109.6,4349220,39.291376,-104.523288,3/13/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100596
0100597,AUX DITCH 2,,Active Structure with contemporary diversion records (A),DITCH,KIOWA CREEK,00201758,103.03,CA0433,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,10/31/1997,8/31/2006,1,1,ELBERT,KIOWA-BIJOU,,,SW,SE,14,9.0 S,64.0 W,S,3922,W,730,S,541403,4345929,39.261714,-104.520098,3/26/2007 8:31,https://dnrweb.state.co.us/CDSS/Structures/Details/0100597
0100599,ALEX BRAZELTON DITCH,,Active Structure with contemporary diversion records (A),DITCH,WEST KIOWA CREEK,00193208,1.37,CA2142,,,"HARMONY LAND & CATTLE LLC (BERGER, JAKOB); HARMONY LAND & CATTLE LLC (SPILLER, DECKY)",,10/31/2002,10/31/2002,1,1,ELBERT,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SE,SW,SW,3,10.0 S,64.0 W,S,,,,,538974.5,4339356,39.202593,-104.548616,3/26/2007 8:29,https://dnrweb.state.co.us/CDSS/Structures/Details/0100599
0100600,SUNKEN LAKE CANAL,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,GREASEWOOD DRAW,00180678,6.8,"01CW0273, CA2142",,,NO INFORMATION,,10/31/2004,10/31/2004,1,1,MORGAN,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NE,SE,SW,19,6.0 N,60.0 W,S,,,,,573030.3,4480228.2,40.469523,-104.138516,8/14/2013 10:37,https://dnrweb.state.co.us/CDSS/Structures/Details/0100600
0100602,JACKPOT DITCHES,,Non-existent structure with no contemporary or historical record (N),DITCH,WILDCAT CREEK,00182914,22.57,CA2142,,,NO INFORMATION,,,,1,1,MORGAN,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SE,NE,SW,4,5.0 N,58.0 W,S,,,,,595727.3,4475737,40.426764,-103.871497,3/13/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100602
0100603,NILE DITCH (LOWER),,Non-existent structure with no contemporary or historical record (N),DITCH,WILDCAT CREEK,00182914,3.55,CA2142,,,NO INFORMATION,,,,1,1,MORGAN,KIOWA-BIJOU,NORTH KIOWA-BIJOU,,,SW,21,2.0 N,59.0 W,S,,,,,585653,4441616.8,40.120508,-103.994804,2/27/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100603
0100604,ALPHA DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,WILDCAT CREEK,00182914,3.07,"01CW0273, CA2142",,,"PICKET, ORA",,,,1,1,MORGAN,KIOWA-BIJOU,NORTH KIOWA-BIJOU,NW,NW,NE,24,4.0 N,57.0 W,S,,,,,610046,4462276.3,40.303754,-103.705059,2/13/2007 8:05,https://dnrweb.state.co.us/CDSS/Structures/Details/0100604
0100605,ALPHA DITCH 1,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,WILDCAT CREEK,00182914,,,,,"PICKET, ORA",,10/31/1974,10/31/1987,1,1,MORGAN,,,,,,,,,,,,,,,,,,12/16/2009 8:20,https://dnrweb.state.co.us/CDSS/Structures/Details/0100605
0100606,BOLINGER DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,WILDCAT CREEK,00182914,3.81,CA2142,,,"PICKET, ORA",,10/31/1976,10/31/1977,1,1,MORGAN,KIOWA-BIJOU,NORTH KIOWA-BIJOU,SW,SE,SW,13,4.0 N,57.0 W,S,,,,,609631.7,4462473.8,40.305587,-103.709899,2/18/1999 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100606
0100607,HIGHLINE DITCH 3,,Active Structure with contemporary diversion records (A),DITCH,LOST CREEK,00180902,5.82,CA2142,,,LOST CREEK LAND & CATTLE COMPANY,,,,1,1,WELD,LOST CREEK,NORTH KIOWA-BIJOU,NW,NE,NE,10,3.0 N,62.0 W,S,,,,,559188.1,4455292,40.245985,-104.304103,5/8/2012 14:19,https://dnrweb.state.co.us/CDSS/Structures/Details/0100607
0100608,LOST CREEK SEEP DITCH,,Active structure but diversion records are not maintained (U),DITCH,LOST CREEK,00180902,2.36,CA2142,,,"COLORADO STATE LAND BOARD - NORTH CENTRAL DISTRICT (POLLART, MATT)",,,,1,1,WELD,LOST CREEK,NORTH KIOWA-BIJOU,SE,SW,SW,25,4.0 N,62.0 W,S,,,,,561319.5,4458746,40.276948,-104.278715,2/27/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100608
0100609,LONG DRAW IRR DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,LONG DRAW,00010001,0,"01CW0273, CA2142",,,NO INFORMATION,,,,1,1,WELD,LOST CREEK,LOST CREEK,,,,27,2.0 N,62.0 W,S,,,,,558796.3,4440139.4,40.109505,-104.310093,2/18/1999 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100609
0100610,KRUSE MAULDIN DITCH,,Active structure but diversion records are not maintained (U),DITCH,RUNNING CREEK,00185108,16.21,CA0433,,,"GARVIN, DOSS & KATHLEEN",,,,1,1,ELBERT,KIOWA-BIJOU,LOST CREEK,NE,NW,SW,29,8.0 S,64.0 W,S,757,W,2442,S,535599.9,4352864,39.326332,-104.586983,2/27/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100610
0100611,WORTH BROS DITCH,,Active structure but diversion records are not maintained (U),DITCH,BOX ELDER CREEK,00180747,81.46,"94CW0074, CA2142",,,"FREUND INVESTMENTS LLC (PASION, PHIL)",,,,1,1,ELBERT,KIOWA-BIJOU,LOST CREEK,SW,SE,SE,21,6.0 S,64.0 W,S,,,,,538297.2,4373124.3,39.506894,-104.554532,2/18/1999 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100611
0100613,IRELAND DITCH 5,,Active structure but diversion records are not maintained (U),DITCH,BOX ELDER CREEK,00180747,30.4,CA8492,,,"MEDSKER FAMILY PARTNERSHIP, LLLP (MEDSKER, ROBERT A.)",,10/31/1980,10/31/1992,1,1,WELD,KIOWA-BIJOU,LOST CREEK,NW,NE,NW,6,1.0 N,64.0 W,S,,,,,534363.5,4437453,40.086655,-104.596918,4/16/2007 6:29,https://dnrweb.state.co.us/CDSS/Structures/Details/0100613
0100614,KLUG DITCH 2,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,BOX ELDER CREEK,00180747,18.37,"01CW0273, CA2142",,,COURT SQUARE,,,,1,1,WELD,KIOWA-BIJOU,LOST CREEK,NE,NE,NE,30,3.0 N,64.0 W,S,,,,,535263.4,4450313.2,40.20248,-104.585659,2/27/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100614
0100615,MEADOW DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,BOX ELDER CREEK,00180747,0.84,,,,"ELMER H & MILDRED L ROTHE, ESTATE (ROTHE, MARY ANN)",,,,1,1,MORGAN,KIOWA-BIJOU,LOST CREEK,SW,SW,SE,7,4.0 N,59.0 W,S,,,,,582794.3,4463809,40.320705,-104.025487,12/15/2016 6:28,https://dnrweb.state.co.us/CDSS/Structures/Details/0100615
0100616,BOXELDER FLD WTR D 2,,Active Structure with contemporary diversion records (A),DITCH,BOX ELDER CREEK,00180747,3.3,CA2142,,,NO INFORMATION,,4/4/2005,10/31/2017,1,1,WELD,KIOWA-BIJOU,LOST CREEK,NW,SE,SE,36,5.0 N,64.0 W,S,,,,,543447,4466933,40.351824,-104.488378,3/31/2008 12:20,https://dnrweb.state.co.us/CDSS/Structures/Details/0100616
0100617,JAMES MAULDIN DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,RUNNING CREEK,00185108,14.23,"01CW0273, CA0433",,,NO INFORMATION,,,,1,1,ELBERT,KIOWA-BIJOU,LOST CREEK,NW,NW,NW,20,8.0 S,64.0 W,S,,,,,535458.5,4355248.2,39.345944,-104.588499,2/13/2007 13:43,https://dnrweb.state.co.us/CDSS/Structures/Details/0100617
0100618,BENTON DITCH,,Active Structure with contemporary diversion records (A),DITCH,CROW CREEK,00169581,83.02,CA2142,,,"BOWMAN, RHONDA J.; DUGGAN, BARBIE; FEDERER, LLOYD; JOHNSON, ANITA",,10/31/1973,10/31/2010,1,1,WELD,UPPER CROW CREEK,LOST CREEK,,SE,NW,20,12.0 N,62.0 W,S,,,,,554862,4538435,40.995253,-104.347718,3/4/2010 7:37,https://dnrweb.state.co.us/CDSS/Structures/Details/0100618
0100619,DONOVAN DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,CROW CREEK,00169581,79.09,"01CW0273, CA2142",,,,,,,1,1,WELD,UPPER CROW CREEK,LOST CREEK,,,SW,27,12.0 N,62.0 W,S,,,,,557995.9,4536449.1,40.977148,-104.310647,3/2/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100619
0100620,CONSOLIDATED LARSON D,,Active Structure with contemporary diversion records (A),DITCH,CROW CREEK,00169581,73.37,CA2142,,,"REINALDO & HAROLD GALLEGOS (BUCHANNAN & SPERLING, P.C.)",,10/31/1973,10/31/2003,1,1,WELD,UPPER CROW CREEK,LOST CREEK,NE,NW,NE,12,11.0 N,62.0 W,S,,,,,561879,4532615,40.942327,-104.264878,1/7/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100620
0100624,SEVEN CROSS DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CROW CREEK,00169581,41.47,"86CW0369, CA2142",,,"NOVAK, ANDREW J.",,10/31/1988,10/31/2009,1,1,WELD,KIOWA-BIJOU,LOST CREEK,NW,SE,SW,4,8.0 N,62.0 W,S,2022,W,792,S,556824.2,4504063,40.685501,-104.327527,10/28/2010 10:17,https://dnrweb.state.co.us/CDSS/Structures/Details/0100624
0100625,WATKINS NOYES PLINE D 1,,Active structure but diversion records are not maintained (U),DITCH,CROW CREEK,00169581,34.12,CA2142,,,"CASS FARMS, CO. (CASS, STANLEY)",,,,1,1,WELD,,,SE,SE,SE,29,8.0 N,62.0 W,S,,,,,556089,4497609,40.627412,-104.336803,3/11/2013 13:40,https://dnrweb.state.co.us/CDSS/Structures/Details/0100625
0100626,WADLIN DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,CROW CREEK,00169581,13.87,"87CW0068, CA0433",,,"LARSON FARMS, LLC (LARSON, EVERT L.)",,,,1,1,WELD,KIOWA-BIJOU,LOST CREEK,,NW,SE,17,6.0 N,63.0 W,S,,,,,545924,4481615,40.483957,-104.458151,7/29/2013 15:36,https://dnrweb.state.co.us/CDSS/Structures/Details/0100626
0100627,CROW CR FARM IRR SYS D,,Active Structure with contemporary diversion records (A),DITCH,CROW CREEK,00169581,10.23,CA8492,,,"PEPPLER, PERRY",,10/31/1974,8/31/2010,1,1,WELD,KIOWA-BIJOU,LOST CREEK,SW,SW,SW,13,6.0 N,64.0 W,S,,,,,541808,4481095,40.47949,-104.506747,9/5/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100627
0100628,CROLL ROWE PUMP PLANT,SEE WDIDS 0100876 & 0100877,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CROW CREEK,00169581,10.46,,,,"PEPPLER, PARRY",,10/31/1974,8/31/2010,1,1,WELD,KIOWA-BIJOU,LOST CREEK,,,,24,6.0 N,64.0 W,S,,,,,542525.8,4480238,40.471733,-104.498337,5/17/2018 7:27,https://dnrweb.state.co.us/CDSS/Structures/Details/0100628
0100629,TEW DITCH,,Non-existent structure with no contemporary or historical record (N),DITCH,CROW CREEK,00169581,9.78,"84CW0204, CA2142",,,NO INFORMATION,,10/31/1974,10/31/1974,1,1,WELD,KIOWA-BIJOU,LOST CREEK,NW,SE,SW,24,6.0 N,64.0 W,S,,,,,542228.1,4479735,40.467217,-104.501882,3/2/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0100629
0100630,ADAMS BUNKER DITCH 1,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,LITTLE CROW CREEK,00171161,23.46,,,,"OASIS RANCH LLC (LAMBERTSON, LEROY, LAURETTA & LLOYD)",,,,1,1,WELD,KIOWA-BIJOU,LOST CREEK,,,,25,11.0 N,63.0 W,S,,,,,552152.3,4527110,40.893418,-104.380887,12/15/2009 13:39,https://dnrweb.state.co.us/CDSS/Structures/Details/0100630
0100631,ADAMS BUNKER DITCH 3,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,LITTLE CROW CREEK,00171161,19.05,,,,"OASIS RANCH LLC (LAMBERTSON, LEROY, LAURETTA & LLOYD)",,,,1,1,WELD,KIOWA-BIJOU,LOST CREEK,,,,6,10.0 N,62.0 W,S,,,,,553607.9,4523948,40.864841,-104.363881,12/15/2009 13:39,https://dnrweb.state.co.us/CDSS/Structures/Details/0100631
0100632,ADAMS BUNKER DITCH 2,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,LITTLE CROW CREEK,00171161,19.91,,,,"OASIS RANCH LLC (LAMBERTSON, LEROY, LAURETTA & LLOYD)",,,,1,1,WELD,KIOWA-BIJOU,LOST CREEK,,,,1,10.0 N,63.0 W,S,,,,,552028.4,4523935,40.864826,-104.382623,12/15/2009 13:39,https://dnrweb.state.co.us/CDSS/Structures/Details/0100632
0100633,CAMFIELD DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,LITTLE CROW CREEK,00171161,19.5,"11CW0263, CA0433",,,"OASIS RANCH LLC (LAMBERTSON, LEROY, LAURETTA & LLOYD)",,,,1,1,WELD,KIOWA-BIJOU,LOST CREEK,,SW,SW,6,10.0 N,62.0 W,S,,,,,553020,4523325,40.859267,-104.37091,3/30/2016 16:34,https://dnrweb.state.co.us/CDSS/Structures/Details/0100633
